"시도별(1)","설립주체별(1)","학교현황별(1)","학교현황별(2)",시점,데이터
"세종특별자치시","사립","직원수 (명)","소계",2015,-
"세종특별자치시","사립","직원수 (명)","소계",2016,-
"세종특별자치시","사립","직원수 (명)","소계",2017,-
"세종특별자치시","사립","직원수 (명)","소계",2018,0
"세종특별자치시","사립","직원수 (명)","소계",2019,0
"세종특별자치시","사립","직원수 (명)","소계",2020,-
"세종특별자치시","사립","직원수 (명)","소계",2021,-
"세종특별자치시","사립","직원수 (명)","소계",2022,-
"세종특별자치시","사립","직원수 (명)","여자",2013,-
"세종특별자치시","사립","직원수 (명)","여자",2014,-
"세종특별자치시","사립","직원수 (명)","여자",2015,-
"세종특별자치시","사립","직원수 (명)","여자",2016,-
"세종특별자치시","사립","직원수 (명)","여자",2017,-
"세종특별자치시","사립","직원수 (명)","여자",2018,0
"세종특별자치시","사립","직원수 (명)","여자",2019,0
"세종특별자치시","사립","직원수 (명)","여자",2020,-
"세종특별자치시","사립","직원수 (명)","여자",2021,-
"세종특별자치시","사립","직원수 (명)","여자",2022,-
"세종특별자치시","사립","입학자수 (명)","소계",2013,-
"세종특별자치시","사립","입학자수 (명)","소계",2014,-
"세종특별자치시","사립","입학자수 (명)","소계",2015,-
"세종특별자치시","사립","입학자수 (명)","소계",2016,-
"세종특별자치시","사립","입학자수 (명)","소계",2017,-
"세종특별자치시","사립","입학자수 (명)","소계",2018,0
"세종특별자치시","사립","입학자수 (명)","소계",2019,0
"세종특별자치시","사립","입학자수 (명)","소계",2020,-
"세종특별자치시","사립","입학자수 (명)","소계",2021,-
"세종특별자치시","사립","입학자수 (명)","소계",2022,-
"세종특별자치시","사립","입학자수 (명)","여자",2013,-
"세종특별자치시","사립","입학자수 (명)","여자",2014,-
"세종특별자치시","사립","입학자수 (명)","여자",2015,-
"세종특별자치시","사립","입학자수 (명)","여자",2016,-
"세종특별자치시","사립","입학자수 (명)","여자",2017,-
"세종특별자치시","사립","입학자수 (명)","여자",2018,0
"세종특별자치시","사립","입학자수 (명)","여자",2019,0
"세종특별자치시","사립","입학자수 (명)","여자",2020,-
"세종특별자치시","사립","입학자수 (명)","여자",2021,-
"세종특별자치시","사립","입학자수 (명)","여자",2022,-
"세종특별자치시","사립","졸업자수 (명)","소계",2013,-
"세종특별자치시","사립","졸업자수 (명)","소계",2014,-
"세종특별자치시","사립","졸업자수 (명)","소계",2015,-
"세종특별자치시","사립","졸업자수 (명)","소계",2016,-
"세종특별자치시","사립","졸업자수 (명)","소계",2017,-
"세종특별자치시","사립","졸업자수 (명)","소계",2018,0
"세종특별자치시","사립","졸업자수 (명)","소계",2019,0
"세종특별자치시","사립","졸업자수 (명)","소계",2020,-
"세종특별자치시","사립","졸업자수 (명)","소계",2021,-
"세종특별자치시","사립","졸업자수 (명)","소계",2022,-
"세종특별자치시","사립","졸업자수 (명)","여자",2013,-
"세종특별자치시","사립","졸업자수 (명)","여자",2014,-
"세종특별자치시","사립","졸업자수 (명)","여자",2015,-
"세종특별자치시","사립","졸업자수 (명)","여자",2016,-
"세종특별자치시","사립","졸업자수 (명)","여자",2017,-
"세종특별자치시","사립","졸업자수 (명)","여자",2018,0
"세종특별자치시","사립","졸업자수 (명)","여자",2019,0
"세종특별자치시","사립","졸업자수 (명)","여자",2020,-
"세종특별자치시","사립","졸업자수 (명)","여자",2021,-
"세종특별자치시","사립","졸업자수 (명)","여자",2022,-
"세종특별자치시","사립","교실수 (개)","소계",2013,-
"세종특별자치시","사립","교실수 (개)","소계",2014,-
"세종특별자치시","사립","교실수 (개)","소계",2015,-
"세종특별자치시","사립","교실수 (개)","소계",2016,-
"세종특별자치시","사립","교실수 (개)","소계",2017,-
"세종특별자치시","사립","교실수 (개)","소계",2018,0
"세종특별자치시","사립","교실수 (개)","소계",2019,0
"세종특별자치시","사립","교실수 (개)","소계",2020,-
"세종특별자치시","사립","교실수 (개)","소계",2021,-
"세종특별자치시","사립","교실수 (개)","소계",2022,-
"세종특별자치시","사립","교실수 (개)","정규교실",2013,-
"세종특별자치시","사립","교실수 (개)","정규교실",2014,-
"세종특별자치시","사립","교실수 (개)","가·대용교실",2013,-
"세종특별자치시","사립","교실수 (개)","가·대용교실",2014,-
"세종특별자치시","사립","교실수 (개)","일반교실",2015,-
"세종특별자치시","사립","교실수 (개)","일반교실",2016,-
"세종특별자치시","사립","교실수 (개)","일반교실",2017,-
"세종특별자치시","사립","교실수 (개)","일반교실",2018,0
"세종특별자치시","사립","교실수 (개)","일반교실",2019,0
"세종특별자치시","사립","교실수 (개)","일반교실",2020,-
"세종특별자치시","사립","교실수 (개)","일반교실",2021,-
"세종특별자치시","사립","교실수 (개)","일반교실",2022,-
"세종특별자치시","사립","교실수 (개)","교과교실",2015,-
"세종특별자치시","사립","교실수 (개)","교과교실",2016,-
"세종특별자치시","사립","교실수 (개)","교과교실",2017,-
"세종특별자치시","사립","교실수 (개)","교과교실",2018,0
"세종특별자치시","사립","교실수 (개)","교과교실",2019,0
"세종특별자치시","사립","교실수 (개)","교과교실",2020,-
"세종특별자치시","사립","교실수 (개)","교과교실",2021,-
"세종특별자치시","사립","교실수 (개)","교과교실",2022,-
"세종특별자치시","사립","교실수 (개)","특별교실",2015,-
"세종특별자치시","사립","교실수 (개)","특별교실",2016,-
"세종특별자치시","사립","교실수 (개)","특별교실",2017,-
"세종특별자치시","사립","교실수 (개)","특별교실",2018,0
"세종특별자치시","사립","교실수 (개)","특별교실",2019,0
"세종특별자치시","사립","교실수 (개)","특별교실",2020,-
"세종특별자치시","사립","교실수 (개)","특별교실",2021,-
"세종특별자치시","사립","교실수 (개)","특별교실",2022,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2015,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2016,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2017,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2018,0
"세종특별자치시","사립","교실수 (개)","수준별교실",2019,0
"세종특별자치시","사립","교실수 (개)","수준별교실",2020,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2021,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2022,-
"경기도","계","학교수 (개)","소계",2013,1187
"경기도","계","학교수 (개)","소계",2014,1195
"경기도","계","학교수 (개)","소계",2015,1213
"경기도","계","학교수 (개)","소계",2016,1227
"경기도","계","학교수 (개)","소계",2017,1241
"경기도","계","학교수 (개)","소계",2018,1261
"경기도","계","학교수 (개)","소계",2019,1277
"경기도","계","학교수 (개)","소계",2020,1298
"경기도","계","학교수 (개)","소계",2021,1317
"경기도","계","학교수 (개)","소계",2022,1320
"경기도","계","학급수 (개)","소계",2013,28580
"경기도","계","학급수 (개)","소계",2014,29070
"경기도","계","학급수 (개)","소계",2015,28975
"경기도","계","학급수 (개)","소계",2016,29084
"경기도","계","학급수 (개)","소계",2017,29365
"경기도","계","학급수 (개)","소계",2018,30119
"경기도","계","학급수 (개)","소계",2019,31148
"경기도","계","학급수 (개)","소계",2020,31292
"경기도","계","학급수 (개)","소계",2021,31670
"경기도","계","학급수 (개)","소계",2022,32768
"경기도","계","학생수 (명)","소계",2013,739619
"경기도","계","학생수 (명)","소계",2014,732307
"경기도","계","학생수 (명)","소계",2015,733359
"경기도","계","학생수 (명)","소계",2016,727380
"경기도","계","학생수 (명)","소계",2017,733941
"경기도","계","학생수 (명)","소계",2018,752499
"경기도","계","학생수 (명)","소계",2019,769744
"경기도","계","학생수 (명)","소계",2020,761731
"경기도","계","학생수 (명)","소계",2021,763912
"경기도","계","학생수 (명)","소계",2022,767346
"경기도","계","학생수 (명)","여자",2013,356908
"경기도","계","학생수 (명)","여자",2014,354327
"경기도","계","학생수 (명)","여자",2015,355752
"경기도","계","학생수 (명)","여자",2016,353231
"경기도","계","학생수 (명)","여자",2017,356669
"경기도","계","학생수 (명)","여자",2018,366319
"경기도","계","학생수 (명)","여자",2019,375040
"경기도","계","학생수 (명)","여자",2020,371190
"경기도","계","학생수 (명)","여자",2021,372671
"경기도","계","학생수 (명)","여자",2022,374988
"경기도","계","교원수 (명)","소계",2013,41962
"경기도","계","교원수 (명)","소계",2014,42753
"경기도","계","교원수 (명)","소계",2015,42569
"경기도","계","교원수 (명)","소계",2016,43308
"경기도","계","교원수 (명)","소계",2017,44080
"경기도","계","교원수 (명)","소계",2018,45201
"경기도","계","교원수 (명)","소계",2019,46568
"경기도","계","교원수 (명)","소계",2020,46820
"경기도","계","교원수 (명)","소계",2021,48013
"경기도","계","교원수 (명)","소계",2022,49357
"경기도","계","교원수 (명)","여자",2013,33309
"경기도","계","교원수 (명)","여자",2014,34013
"경기도","계","교원수 (명)","여자",2015,33976
"경기도","계","교원수 (명)","여자",2016,34557
"경기도","계","교원수 (명)","여자",2017,35143
"경기도","계","교원수 (명)","여자",2018,35974
"경기도","계","교원수 (명)","여자",2019,37033
"경기도","계","교원수 (명)","여자",2020,37329
"경기도","계","교원수 (명)","여자",2021,38392
"경기도","계","교원수 (명)","여자",2022,39502
"경기도","계","직원수 (명)","소계",2013,4796
"경기도","계","직원수 (명)","소계",2014,4910
"경기도","계","직원수 (명)","소계",2015,4922
"경기도","계","직원수 (명)","소계",2016,4727
"경기도","계","직원수 (명)","소계",2017,4673
"경기도","계","직원수 (명)","소계",2018,4705
"경기도","계","직원수 (명)","소계",2019,4664
"경기도","계","직원수 (명)","소계",2020,4760
"경기도","계","직원수 (명)","소계",2021,4742
"경기도","계","직원수 (명)","소계",2022,4759
"경기도","계","직원수 (명)","여자",2013,2556
"경기도","계","직원수 (명)","여자",2014,2713
"경기도","계","직원수 (명)","여자",2015,2775
"경기도","계","직원수 (명)","여자",2016,2747
"경기도","계","직원수 (명)","여자",2017,2772
"경기도","계","직원수 (명)","여자",2018,2793
"경기도","계","직원수 (명)","여자",2019,2863
"경기도","계","직원수 (명)","여자",2020,3107
"경기도","계","직원수 (명)","여자",2021,3155
"경기도","계","직원수 (명)","여자",2022,3197
"경기도","계","입학자수 (명)","소계",2013,119601
"경기도","계","입학자수 (명)","소계",2014,130790
"경기도","계","입학자수 (명)","소계",2015,124701
"경기도","계","입학자수 (명)","소계",2016,119865
"경기도","계","입학자수 (명)","소계",2017,126797
"경기도","계","입학자수 (명)","소계",2018,130161
"경기도","계","입학자수 (명)","소계",2019,133889
"경기도","계","입학자수 (명)","소계",2020,121552
"경기도","계","입학자수 (명)","소계",2021,124483
"경기도","계","입학자수 (명)","소계",2022,126368
"경기도","계","입학자수 (명)","여자",2013,58167
"경기도","계","입학자수 (명)","여자",2014,63809
"경기도","계","입학자수 (명)","여자",2015,60660
"경기도","계","입학자수 (명)","여자",2016,58207
"경기도","계","입학자수 (명)","여자",2017,61530
"경기도","계","입학자수 (명)","여자",2018,63562
"경기도","계","입학자수 (명)","여자",2019,65351
"경기도","계","입학자수 (명)","여자",2020,59425
"경기도","계","입학자수 (명)","여자",2021,60928
"경기도","계","입학자수 (명)","여자",2022,61774
"경기도","계","졸업자수 (명)","소계",2013,154533
"경기도","계","졸업자수 (명)","소계",2014,136743
"경기도","계","졸업자수 (명)","소계",2015,121456
"경기도","계","졸업자수 (명)","소계",2016,124961
"경기도","계","졸업자수 (명)","소계",2017,121782
"경기도","계","졸업자수 (명)","소계",2018,112708
"경기도","계","졸업자수 (명)","소계",2019,119398
"경기도","계","졸업자수 (명)","소계",2020,131501
"경기도","계","졸업자수 (명)","소계",2021,126775
"경기도","계","졸업자수 (명)","소계",2022,122362
"경기도","계","졸업자수 (명)","여자",2013,74143
"경기도","계","졸업자수 (명)","여자",2014,65678
"경기도","계","졸업자수 (명)","여자",2015,58323
"경기도","계","졸업자수 (명)","여자",2016,60308
"경기도","계","졸업자수 (명)","여자",2017,59088
"경기도","계","졸업자수 (명)","여자",2018,54720
"경기도","계","졸업자수 (명)","여자",2019,58171
"경기도","계","졸업자수 (명)","여자",2020,64310
"경기도","계","졸업자수 (명)","여자",2021,61801
"경기도","계","졸업자수 (명)","여자",2022,59614
"경기도","계","교실수 (개)","소계",2013,29912
"경기도","계","교실수 (개)","소계",2014,30837
"경기도","계","교실수 (개)","소계",2015,38500
"경기도","계","교실수 (개)","소계",2016,39325
"경기도","계","교실수 (개)","소계",2017,40222
"경기도","계","교실수 (개)","소계",2018,41341
"경기도","계","교실수 (개)","소계",2019,42747
"경기도","계","교실수 (개)","소계",2020,43815
"경기도","계","교실수 (개)","소계",2021,44874
"경기도","계","교실수 (개)","소계",2022,45456
"경기도","계","교실수 (개)","정규교실",2013,29841
"경기도","계","교실수 (개)","정규교실",2014,30715
"경기도","계","교실수 (개)","가·대용교실",2013,71
"경기도","계","교실수 (개)","가·대용교실",2014,122
"경기도","계","교실수 (개)","일반교실",2015,30841
"경기도","계","교실수 (개)","일반교실",2016,31437
"경기도","계","교실수 (개)","일반교실",2017,32018
"경기도","계","교실수 (개)","일반교실",2018,32973
"경기도","계","교실수 (개)","일반교실",2019,34130
"경기도","계","교실수 (개)","일반교실",2020,34913
"경기도","계","교실수 (개)","일반교실",2021,35806
"경기도","계","교실수 (개)","일반교실",2022,36503
"경기도","계","교실수 (개)","교과교실",2015,1656
"경기도","계","교실수 (개)","교과교실",2016,1582
"경기도","계","교실수 (개)","교과교실",2017,1626
"경기도","계","교실수 (개)","교과교실",2018,1722
"경기도","계","교실수 (개)","교과교실",2019,1818
"경기도","계","교실수 (개)","교과교실",2020,1909
"경기도","계","교실수 (개)","교과교실",2021,1935
"경기도","계","교실수 (개)","교과교실",2022,1938
"경기도","계","교실수 (개)","특별교실",2015,5645
"경기도","계","교실수 (개)","특별교실",2016,5962
"경기도","계","교실수 (개)","특별교실",2017,6202
"경기도","계","교실수 (개)","특별교실",2018,6223
"경기도","계","교실수 (개)","특별교실",2019,6383
"경기도","계","교실수 (개)","특별교실",2020,6576
"경기도","계","교실수 (개)","특별교실",2021,6741
"경기도","계","교실수 (개)","특별교실",2022,6630
"경기도","계","교실수 (개)","수준별교실",2015,358
"경기도","계","교실수 (개)","수준별교실",2016,344
"경기도","계","교실수 (개)","수준별교실",2017,376
"경기도","계","교실수 (개)","수준별교실",2018,423
"경기도","계","교실수 (개)","수준별교실",2019,416
"경기도","계","교실수 (개)","수준별교실",2020,417
"경기도","계","교실수 (개)","수준별교실",2021,392
"경기도","계","교실수 (개)","수준별교실",2022,385
"경기도","국립","학교수 (개)","소계",2013,-
"경기도","국립","학교수 (개)","소계",2014,-
"경기도","국립","학교수 (개)","소계",2015,-
"경기도","국립","학교수 (개)","소계",2016,-
"경기도","국립","학교수 (개)","소계",2017,-
"경기도","국립","학교수 (개)","소계",2018,0
"경기도","국립","학교수 (개)","소계",2019,0
"경기도","국립","학교수 (개)","소계",2020,-
"경기도","국립","학교수 (개)","소계",2021,-
"경기도","국립","학교수 (개)","소계",2022,-
"경기도","국립","학급수 (개)","소계",2013,-
"경기도","국립","학급수 (개)","소계",2014,-
"경기도","국립","학급수 (개)","소계",2015,-
"경기도","국립","학급수 (개)","소계",2016,-
"경기도","국립","학급수 (개)","소계",2017,-
"경기도","국립","학급수 (개)","소계",2018,0
"경기도","국립","학급수 (개)","소계",2019,0
"경기도","국립","학급수 (개)","소계",2020,-
"경기도","국립","학급수 (개)","소계",2021,-
"경기도","국립","학급수 (개)","소계",2022,-
"경기도","국립","학생수 (명)","소계",2013,-
"경기도","국립","학생수 (명)","소계",2014,-
"경기도","국립","학생수 (명)","소계",2015,-
"경기도","국립","학생수 (명)","소계",2016,-
"경기도","국립","학생수 (명)","소계",2017,-
"경기도","국립","학생수 (명)","소계",2018,0
"경기도","국립","학생수 (명)","소계",2019,0
"경기도","국립","학생수 (명)","소계",2020,-
"경기도","국립","학생수 (명)","소계",2021,-
"경기도","국립","학생수 (명)","소계",2022,-
"경기도","국립","학생수 (명)","여자",2013,-
"경기도","국립","학생수 (명)","여자",2014,-
"경기도","국립","학생수 (명)","여자",2015,-
"경기도","국립","학생수 (명)","여자",2016,-
"경기도","국립","학생수 (명)","여자",2017,-
"경기도","국립","학생수 (명)","여자",2018,0
"경기도","국립","학생수 (명)","여자",2019,0
"경기도","국립","학생수 (명)","여자",2020,-
"경기도","국립","학생수 (명)","여자",2021,-
"경기도","국립","학생수 (명)","여자",2022,-
"경기도","국립","교원수 (명)","소계",2013,-
"경기도","국립","교원수 (명)","소계",2014,-
"경기도","국립","교원수 (명)","소계",2015,-
"경기도","국립","교원수 (명)","소계",2016,-
"경기도","국립","교원수 (명)","소계",2017,-
"경기도","국립","교원수 (명)","소계",2018,0
"경기도","국립","교원수 (명)","소계",2019,0
"경기도","국립","교원수 (명)","소계",2020,-
"경기도","국립","교원수 (명)","소계",2021,-
"경기도","국립","교원수 (명)","소계",2022,-
"경기도","국립","교원수 (명)","여자",2013,-
"경기도","국립","교원수 (명)","여자",2014,-
"경기도","국립","교원수 (명)","여자",2015,-
"경기도","국립","교원수 (명)","여자",2016,-
"경기도","국립","교원수 (명)","여자",2017,-
"경기도","국립","교원수 (명)","여자",2018,0
"경기도","국립","교원수 (명)","여자",2019,0
"경기도","국립","교원수 (명)","여자",2020,-
"경기도","국립","교원수 (명)","여자",2021,-
"경기도","국립","교원수 (명)","여자",2022,-
"경기도","국립","직원수 (명)","소계",2013,-
"경기도","국립","직원수 (명)","소계",2014,-
"경기도","국립","직원수 (명)","소계",2015,-
"경기도","국립","직원수 (명)","소계",2016,-
"경기도","국립","직원수 (명)","소계",2017,-
"경기도","국립","직원수 (명)","소계",2018,0
"경기도","국립","직원수 (명)","소계",2019,0
"경기도","국립","직원수 (명)","소계",2020,-
"경기도","국립","직원수 (명)","소계",2021,-
"경기도","국립","직원수 (명)","소계",2022,-
"경기도","국립","직원수 (명)","여자",2013,-
"경기도","국립","직원수 (명)","여자",2014,-
"경기도","국립","직원수 (명)","여자",2015,-
"경기도","국립","직원수 (명)","여자",2016,-
"경기도","국립","직원수 (명)","여자",2017,-
"경기도","국립","직원수 (명)","여자",2018,0
"경기도","국립","직원수 (명)","여자",2019,0
"경기도","국립","직원수 (명)","여자",2020,-
"경기도","국립","직원수 (명)","여자",2021,-
"경기도","국립","직원수 (명)","여자",2022,-
"경기도","국립","입학자수 (명)","소계",2013,-
"경기도","국립","입학자수 (명)","소계",2014,-
"경기도","국립","입학자수 (명)","소계",2015,-
"경기도","국립","입학자수 (명)","소계",2016,-
"경기도","국립","입학자수 (명)","소계",2017,-
"경기도","국립","입학자수 (명)","소계",2018,0
"경기도","국립","입학자수 (명)","소계",2019,0
"경기도","국립","입학자수 (명)","소계",2020,-
"경기도","국립","입학자수 (명)","소계",2021,-
"경기도","국립","입학자수 (명)","소계",2022,-
"경기도","국립","입학자수 (명)","여자",2013,-
"경기도","국립","입학자수 (명)","여자",2014,-
"경기도","국립","입학자수 (명)","여자",2015,-
"경기도","국립","입학자수 (명)","여자",2016,-
"경기도","국립","입학자수 (명)","여자",2017,-
"경기도","국립","입학자수 (명)","여자",2018,0
"경기도","국립","입학자수 (명)","여자",2019,0
"경기도","국립","입학자수 (명)","여자",2020,-
"경기도","국립","입학자수 (명)","여자",2021,-
"경기도","국립","입학자수 (명)","여자",2022,-
"경기도","국립","졸업자수 (명)","소계",2013,-
"경기도","국립","졸업자수 (명)","소계",2014,-
"경기도","국립","졸업자수 (명)","소계",2015,-
"경기도","국립","졸업자수 (명)","소계",2016,-
"경기도","국립","졸업자수 (명)","소계",2017,-
"경기도","국립","졸업자수 (명)","소계",2018,0
"경기도","국립","졸업자수 (명)","소계",2019,0
"경기도","국립","졸업자수 (명)","소계",2020,-
"경기도","국립","졸업자수 (명)","소계",2021,-
"경기도","국립","졸업자수 (명)","소계",2022,-
"경기도","국립","졸업자수 (명)","여자",2013,-
"경기도","국립","졸업자수 (명)","여자",2014,-
"경기도","국립","졸업자수 (명)","여자",2015,-
"경기도","국립","졸업자수 (명)","여자",2016,-
"경기도","국립","졸업자수 (명)","여자",2017,-
"경기도","국립","졸업자수 (명)","여자",2018,0
"경기도","국립","졸업자수 (명)","여자",2019,0
"경기도","국립","졸업자수 (명)","여자",2020,-
"경기도","국립","졸업자수 (명)","여자",2021,-
"경기도","국립","졸업자수 (명)","여자",2022,-
"경기도","국립","교실수 (개)","소계",2013,-
"경기도","국립","교실수 (개)","소계",2014,-
"경기도","국립","교실수 (개)","소계",2015,-
"경기도","국립","교실수 (개)","소계",2016,-
"경기도","국립","교실수 (개)","소계",2017,-
"경기도","국립","교실수 (개)","소계",2018,0
"경기도","국립","교실수 (개)","소계",2019,0
"경기도","국립","교실수 (개)","소계",2020,-
"경기도","국립","교실수 (개)","소계",2021,-
"경기도","국립","교실수 (개)","소계",2022,-
"경기도","국립","교실수 (개)","정규교실",2013,-
"경기도","국립","교실수 (개)","정규교실",2014,-
"경기도","국립","교실수 (개)","가·대용교실",2013,-
"경기도","국립","교실수 (개)","가·대용교실",2014,-
"경기도","국립","교실수 (개)","일반교실",2015,-
"경기도","국립","교실수 (개)","일반교실",2016,-
"경기도","국립","교실수 (개)","일반교실",2017,-
"경기도","국립","교실수 (개)","일반교실",2018,0
"경기도","국립","교실수 (개)","일반교실",2019,0
"경기도","국립","교실수 (개)","일반교실",2020,-
"경기도","국립","교실수 (개)","일반교실",2021,-
"경기도","국립","교실수 (개)","일반교실",2022,-
"경기도","국립","교실수 (개)","교과교실",2015,-
"경기도","국립","교실수 (개)","교과교실",2016,-
"경기도","국립","교실수 (개)","교과교실",2017,-
"경기도","국립","교실수 (개)","교과교실",2018,0
"경기도","국립","교실수 (개)","교과교실",2019,0
"경기도","국립","교실수 (개)","교과교실",2020,-
"경기도","국립","교실수 (개)","교과교실",2021,-
"경기도","국립","교실수 (개)","교과교실",2022,-
"경기도","국립","교실수 (개)","특별교실",2015,-
"경기도","국립","교실수 (개)","특별교실",2016,-
"경기도","국립","교실수 (개)","특별교실",2017,-
"경기도","국립","교실수 (개)","특별교실",2018,0
"경기도","국립","교실수 (개)","특별교실",2019,0
"경기도","국립","교실수 (개)","특별교실",2020,-
"경기도","국립","교실수 (개)","특별교실",2021,-
"경기도","국립","교실수 (개)","특별교실",2022,-
"경기도","국립","교실수 (개)","수준별교실",2015,-
"경기도","국립","교실수 (개)","수준별교실",2016,-
"경기도","국립","교실수 (개)","수준별교실",2017,-
"경기도","국립","교실수 (개)","수준별교실",2018,0
"경기도","국립","교실수 (개)","수준별교실",2019,0
"경기도","국립","교실수 (개)","수준별교실",2020,-
"경기도","국립","교실수 (개)","수준별교실",2021,-
"경기도","국립","교실수 (개)","수준별교실",2022,-
"경기도","공립","학교수 (개)","소계",2013,1184
"경기도","공립","학교수 (개)","소계",2014,1192
"경기도","공립","학교수 (개)","소계",2015,1210
"경기도","공립","학교수 (개)","소계",2016,1224
"경기도","공립","학교수 (개)","소계",2017,1238
"경기도","공립","학교수 (개)","소계",2018,1258
"경기도","공립","학교수 (개)","소계",2019,1274
"경기도","공립","학교수 (개)","소계",2020,1295
"경기도","공립","학교수 (개)","소계",2021,1314
"경기도","공립","학교수 (개)","소계",2022,1317
"경기도","공립","학급수 (개)","소계",2013,28513
"경기도","공립","학급수 (개)","소계",2014,29003
"경기도","공립","학급수 (개)","소계",2015,28907
"경기도","공립","학급수 (개)","소계",2016,29015
"경기도","공립","학급수 (개)","소계",2017,29297
"경기도","공립","학급수 (개)","소계",2018,30052
"경기도","공립","학급수 (개)","소계",2019,31081
"경기도","공립","학급수 (개)","소계",2020,31223
"경기도","공립","학급수 (개)","소계",2021,31602
"경기도","공립","학급수 (개)","소계",2022,32700
"경기도","공립","학생수 (명)","소계",2013,737783
"경기도","공립","학생수 (명)","소계",2014,730482
"경기도","공립","학생수 (명)","소계",2015,731575
"경기도","공립","학생수 (명)","소계",2016,725597
"경기도","공립","학생수 (명)","소계",2017,732145
"경기도","공립","학생수 (명)","소계",2018,750721
"경기도","공립","학생수 (명)","소계",2019,767943
"경기도","공립","학생수 (명)","소계",2020,759915
"경기도","공립","학생수 (명)","소계",2021,762081
"경기도","공립","학생수 (명)","소계",2022,765495
"경기도","공립","학생수 (명)","여자",2013,356029
"경기도","공립","학생수 (명)","여자",2014,353428
"경기도","공립","학생수 (명)","여자",2015,354863
"경기도","공립","학생수 (명)","여자",2016,352336
"경기도","공립","학생수 (명)","여자",2017,355771
"경기도","공립","학생수 (명)","여자",2018,365428
"경기도","공립","학생수 (명)","여자",2019,374127
"경기도","공립","학생수 (명)","여자",2020,370279
"경기도","공립","학생수 (명)","여자",2021,371771
"경기도","공립","학생수 (명)","여자",2022,374071
"경기도","공립","교원수 (명)","소계",2013,41870
"경기도","공립","교원수 (명)","소계",2014,42660
"경기도","공립","교원수 (명)","소계",2015,42470
"경기도","공립","교원수 (명)","소계",2016,43207
"경기도","공립","교원수 (명)","소계",2017,43984
"경기도","공립","교원수 (명)","소계",2018,45111
"경기도","공립","교원수 (명)","소계",2019,46476
"경기도","공립","교원수 (명)","소계",2020,46726
"경기도","공립","교원수 (명)","소계",2021,47921
"경기도","공립","교원수 (명)","소계",2022,49269
"경기도","공립","교원수 (명)","여자",2013,33251
"경기도","공립","교원수 (명)","여자",2014,33955
"경기도","공립","교원수 (명)","여자",2015,33912
"경기도","공립","교원수 (명)","여자",2016,34490
"경기도","공립","교원수 (명)","여자",2017,35082
"경기도","공립","교원수 (명)","여자",2018,35916
"경기도","공립","교원수 (명)","여자",2019,36972
"경기도","공립","교원수 (명)","여자",2020,37268
"경기도","공립","교원수 (명)","여자",2021,38332
"경기도","공립","교원수 (명)","여자",2022,39444
"경기도","공립","직원수 (명)","소계",2013,4775
"경기도","공립","직원수 (명)","소계",2014,4884
"경기도","공립","직원수 (명)","소계",2015,4895
"경기도","공립","직원수 (명)","소계",2016,4701
"경기도","공립","직원수 (명)","소계",2017,4649
"경기도","공립","직원수 (명)","소계",2018,4681
"경기도","공립","직원수 (명)","소계",2019,4639
"경기도","공립","직원수 (명)","소계",2020,4733
"경기도","공립","직원수 (명)","소계",2021,4718
"경기도","공립","직원수 (명)","소계",2022,4736
"경기도","공립","직원수 (명)","여자",2013,2549
"경기도","공립","직원수 (명)","여자",2014,2705
"경기도","공립","직원수 (명)","여자",2015,2766
"경기도","공립","직원수 (명)","여자",2016,2739
"경기도","공립","직원수 (명)","여자",2017,2764
"경기도","공립","직원수 (명)","여자",2018,2785
"경기도","공립","직원수 (명)","여자",2019,2856
"경기도","공립","직원수 (명)","여자",2020,3097
"경기도","공립","직원수 (명)","여자",2021,3146
"경기도","공립","직원수 (명)","여자",2022,3189
"경기도","공립","입학자수 (명)","소계",2013,119284
"경기도","공립","입학자수 (명)","소계",2014,130473
"경기도","공립","입학자수 (명)","소계",2015,124383
"경기도","공립","입학자수 (명)","소계",2016,119547
"경기도","공립","입학자수 (명)","소계",2017,126482
"경기도","공립","입학자수 (명)","소계",2018,129845
"경기도","공립","입학자수 (명)","소계",2019,133575
"경기도","공립","입학자수 (명)","소계",2020,121238
"경기도","공립","입학자수 (명)","소계",2021,124166
"경기도","공립","입학자수 (명)","소계",2022,126053
"경기도","공립","입학자수 (명)","여자",2013,58008
"경기도","공립","입학자수 (명)","여자",2014,63651
"경기도","공립","입학자수 (명)","여자",2015,60509
"경기도","공립","입학자수 (명)","여자",2016,58047
"경기도","공립","입학자수 (명)","여자",2017,61362
"경기도","공립","입학자수 (명)","여자",2018,63409
"경기도","공립","입학자수 (명)","여자",2019,65194
"경기도","공립","입학자수 (명)","여자",2020,59269
"경기도","공립","입학자수 (명)","여자",2021,60769
"경기도","공립","입학자수 (명)","여자",2022,61617
"경기도","공립","졸업자수 (명)","소계",2013,154224
"경기도","공립","졸업자수 (명)","소계",2014,136436
"경기도","공립","졸업자수 (명)","소계",2015,121173
"경기도","공립","졸업자수 (명)","소계",2016,124683
"경기도","공립","졸업자수 (명)","소계",2017,121502
