"시도별(1)","설립주체별(1)","유치원현황별(1)","유치원현황별(2)",시점,데이터
"세종특별자치시","공립","원아수 (명)","소계",2019,6353
"세종특별자치시","공립","원아수 (명)","소계",2020,6580
"세종특별자치시","공립","원아수 (명)","소계",2021,6474
"세종특별자치시","공립","원아수 (명)","소계",2022,6311
"세종특별자치시","공립","원아수 (명)","여자",2013,530
"세종특별자치시","공립","원아수 (명)","여자",2014,751
"세종특별자치시","공립","원아수 (명)","여자",2015,1923
"세종특별자치시","공립","원아수 (명)","여자",2016,2273
"세종특별자치시","공립","원아수 (명)","여자",2017,2502
"세종특별자치시","공립","원아수 (명)","여자",2018,3072
"세종특별자치시","공립","원아수 (명)","여자",2019,3151
"세종특별자치시","공립","원아수 (명)","여자",2020,3248
"세종특별자치시","공립","원아수 (명)","여자",2021,3210
"세종특별자치시","공립","원아수 (명)","여자",2022,3133
"세종특별자치시","공립","교원수 (명)","소계",2013,76
"세종특별자치시","공립","교원수 (명)","소계",2014,137
"세종특별자치시","공립","교원수 (명)","소계",2015,304
"세종특별자치시","공립","교원수 (명)","소계",2016,487
"세종특별자치시","공립","교원수 (명)","소계",2017,521
"세종특별자치시","공립","교원수 (명)","소계",2018,710
"세종특별자치시","공립","교원수 (명)","소계",2019,846
"세종특별자치시","공립","교원수 (명)","소계",2020,925
"세종특별자치시","공립","교원수 (명)","소계",2021,953
"세종특별자치시","공립","교원수 (명)","소계",2022,1020
"세종특별자치시","공립","교원수 (명)","여자",2013,76
"세종특별자치시","공립","교원수 (명)","여자",2014,133
"세종특별자치시","공립","교원수 (명)","여자",2015,301
"세종특별자치시","공립","교원수 (명)","여자",2016,484
"세종특별자치시","공립","교원수 (명)","여자",2017,518
"세종특별자치시","공립","교원수 (명)","여자",2018,704
"세종특별자치시","공립","교원수 (명)","여자",2019,837
"세종특별자치시","공립","교원수 (명)","여자",2020,915
"세종특별자치시","공립","교원수 (명)","여자",2021,943
"세종특별자치시","공립","교원수 (명)","여자",2022,1009
"세종특별자치시","공립","직원수 (명)","소계",2013,6
"세종특별자치시","공립","직원수 (명)","소계",2014,16
"세종특별자치시","공립","직원수 (명)","소계",2015,57
"세종특별자치시","공립","직원수 (명)","소계",2016,48
"세종특별자치시","공립","직원수 (명)","소계",2017,73
"세종특별자치시","공립","직원수 (명)","소계",2018,88
"세종특별자치시","공립","직원수 (명)","소계",2019,88
"세종특별자치시","공립","직원수 (명)","소계",2020,91
"세종특별자치시","공립","직원수 (명)","소계",2021,98
"세종특별자치시","공립","직원수 (명)","소계",2022,108
"세종특별자치시","공립","직원수 (명)","여자",2013,4
"세종특별자치시","공립","직원수 (명)","여자",2014,13
"세종특별자치시","공립","직원수 (명)","여자",2015,37
"세종특별자치시","공립","직원수 (명)","여자",2016,39
"세종특별자치시","공립","직원수 (명)","여자",2017,56
"세종특별자치시","공립","직원수 (명)","여자",2018,71
"세종특별자치시","공립","직원수 (명)","여자",2019,72
"세종특별자치시","공립","직원수 (명)","여자",2020,71
"세종특별자치시","공립","직원수 (명)","여자",2021,76
"세종특별자치시","공립","직원수 (명)","여자",2022,88
"세종특별자치시","공립","신입원아수 (명)","소계",2013,562
"세종특별자치시","공립","신입원아수 (명)","소계",2014,990
"세종특별자치시","공립","신입원아수 (명)","소계",2015,2615
"세종특별자치시","공립","신입원아수 (명)","소계",2016,2257
"세종특별자치시","공립","신입원아수 (명)","소계",2017,2973
"세종특별자치시","공립","신입원아수 (명)","소계",2018,3548
"세종특별자치시","공립","신입원아수 (명)","소계",2019,3226
"세종특별자치시","공립","신입원아수 (명)","소계",2020,3029
"세종특별자치시","공립","신입원아수 (명)","소계",2021,2966
"세종특별자치시","공립","신입원아수 (명)","소계",2022,2842
"세종특별자치시","공립","신입원아수 (명)","여자",2013,298
"세종특별자치시","공립","신입원아수 (명)","여자",2014,506
"세종특별자치시","공립","신입원아수 (명)","여자",2015,1273
"세종특별자치시","공립","신입원아수 (명)","여자",2016,1101
"세종특별자치시","공립","신입원아수 (명)","여자",2017,1415
"세종특별자치시","공립","신입원아수 (명)","여자",2018,1775
"세종특별자치시","공립","신입원아수 (명)","여자",2019,1583
"세종특별자치시","공립","신입원아수 (명)","여자",2020,1498
"세종특별자치시","공립","신입원아수 (명)","여자",2021,1486
"세종특별자치시","공립","신입원아수 (명)","여자",2022,1430
"세종특별자치시","공립","재취원아수 (명)","소계",2013,448
"세종특별자치시","공립","재취원아수 (명)","소계",2014,468
"세종특별자치시","공립","재취원아수 (명)","소계",2015,1047
"세종특별자치시","공립","재취원아수 (명)","소계",2016,2371
"세종특별자치시","공립","재취원아수 (명)","소계",2017,2205
"세종특별자치시","공립","재취원아수 (명)","소계",2018,2621
"세종특별자치시","공립","재취원아수 (명)","소계",2019,3182
"세종특별자치시","공립","재취원아수 (명)","여자",2013,222
"세종특별자치시","공립","재취원아수 (명)","여자",2014,236
"세종특별자치시","공립","재취원아수 (명)","여자",2015,518
"세종특별자치시","공립","재취원아수 (명)","여자",2016,1180
"세종특별자치시","공립","재취원아수 (명)","여자",2017,1105
"세종특별자치시","공립","재취원아수 (명)","여자",2018,1293
"세종특별자치시","공립","재취원아수 (명)","여자",2019,1593
"세종특별자치시","공립","졸업원아수 (명)","소계",2013,949
"세종특별자치시","공립","졸업원아수 (명)","소계",2014,1065
"세종특별자치시","공립","졸업원아수 (명)","소계",2015,1755
"세종특별자치시","공립","졸업원아수 (명)","소계",2016,2036
"세종특별자치시","공립","졸업원아수 (명)","소계",2017,2395
"세종특별자치시","공립","졸업원아수 (명)","소계",2018,2427
"세종특별자치시","공립","졸업원아수 (명)","소계",2019,2821
"세종특별자치시","공립","졸업원아수 (명)","소계",2020,2751
"세종특별자치시","공립","졸업원아수 (명)","소계",2021,2654
"세종특별자치시","공립","졸업원아수 (명)","소계",2022,2757
"세종특별자치시","공립","졸업원아수 (명)","여자",2013,456
"세종특별자치시","공립","졸업원아수 (명)","여자",2014,552
"세종특별자치시","공립","졸업원아수 (명)","여자",2015,883
"세종특별자치시","공립","졸업원아수 (명)","여자",2016,986
"세종특별자치시","공립","졸업원아수 (명)","여자",2017,1169
"세종특별자치시","공립","졸업원아수 (명)","여자",2018,1174
"세종특별자치시","공립","졸업원아수 (명)","여자",2019,1408
"세종특별자치시","공립","졸업원아수 (명)","여자",2020,1338
"세종특별자치시","공립","졸업원아수 (명)","여자",2021,1305
"세종특별자치시","공립","졸업원아수 (명)","여자",2022,1376
"세종특별자치시","공립","교실수 (개)","소계",2013,31
"세종특별자치시","공립","교실수 (개)","소계",2014,84
"세종특별자치시","공립","교실수 (개)","소계",2015,246
"세종특별자치시","공립","교실수 (개)","소계",2016,271
"세종특별자치시","공립","교실수 (개)","소계",2017,368
"세종특별자치시","공립","교실수 (개)","소계",2018,391
"세종특별자치시","공립","교실수 (개)","소계",2019,399
"세종특별자치시","공립","교실수 (개)","소계",2020,415
"세종특별자치시","공립","교실수 (개)","소계",2021,435
"세종특별자치시","공립","교실수 (개)","소계",2022,450
"세종특별자치시","공립","교실수 (개)","정규교실",2013,30
"세종특별자치시","공립","교실수 (개)","정규교실",2014,80
"세종특별자치시","공립","교실수 (개)","가·대용교실",2013,1
"세종특별자치시","공립","교실수 (개)","가·대용교실",2014,4
"세종특별자치시","공립","교실수 (개)","일반교실",2015,196
"세종특별자치시","공립","교실수 (개)","일반교실",2016,229
"세종특별자치시","공립","교실수 (개)","일반교실",2017,318
"세종특별자치시","공립","교실수 (개)","일반교실",2018,353
"세종특별자치시","공립","교실수 (개)","일반교실",2019,359
"세종특별자치시","공립","교실수 (개)","일반교실",2020,372
"세종특별자치시","공립","교실수 (개)","일반교실",2021,389
"세종특별자치시","공립","교실수 (개)","일반교실",2022,404
"세종특별자치시","공립","교실수 (개)","교과교실",2015,8
"세종특별자치시","공립","교실수 (개)","교과교실",2016,5
"세종특별자치시","공립","교실수 (개)","교과교실",2017,6
"세종특별자치시","공립","교실수 (개)","교과교실",2018,4
"세종특별자치시","공립","교실수 (개)","교과교실",2019,4
"세종특별자치시","공립","교실수 (개)","교과교실",2020,4
"세종특별자치시","공립","교실수 (개)","교과교실",2021,4
"세종특별자치시","공립","교실수 (개)","교과교실",2022,4
"세종특별자치시","공립","교실수 (개)","특별교실",2015,39
"세종특별자치시","공립","교실수 (개)","특별교실",2016,34
"세종특별자치시","공립","교실수 (개)","특별교실",2017,41
"세종특별자치시","공립","교실수 (개)","특별교실",2018,33
"세종특별자치시","공립","교실수 (개)","특별교실",2019,35
"세종특별자치시","공립","교실수 (개)","특별교실",2020,38
"세종특별자치시","공립","교실수 (개)","특별교실",2021,41
"세종특별자치시","공립","교실수 (개)","특별교실",2022,41
"세종특별자치시","공립","교실수 (개)","수준별교실",2015,3
"세종특별자치시","공립","교실수 (개)","수준별교실",2016,3
"세종특별자치시","공립","교실수 (개)","수준별교실",2017,3
"세종특별자치시","공립","교실수 (개)","수준별교실",2018,1
"세종특별자치시","공립","교실수 (개)","수준별교실",2019,1
"세종특별자치시","공립","교실수 (개)","수준별교실",2020,1
"세종특별자치시","공립","교실수 (개)","수준별교실",2021,1
"세종특별자치시","공립","교실수 (개)","수준별교실",2022,1
"세종특별자치시","사립","유치원수 (개)","소계",2013,3
"세종특별자치시","사립","유치원수 (개)","소계",2014,3
"세종특별자치시","사립","유치원수 (개)","소계",2015,3
"세종특별자치시","사립","유치원수 (개)","소계",2016,3
"세종특별자치시","사립","유치원수 (개)","소계",2017,3
"세종특별자치시","사립","유치원수 (개)","소계",2018,3
"세종특별자치시","사립","유치원수 (개)","소계",2019,3
"세종특별자치시","사립","유치원수 (개)","소계",2020,3
"세종특별자치시","사립","유치원수 (개)","소계",2021,2
"세종특별자치시","사립","유치원수 (개)","소계",2022,2
"세종특별자치시","사립","학급수 (개)","소계",2013,13
"세종특별자치시","사립","학급수 (개)","소계",2014,13
"세종특별자치시","사립","학급수 (개)","소계",2015,12
"세종특별자치시","사립","학급수 (개)","소계",2016,13
"세종특별자치시","사립","학급수 (개)","소계",2017,13
"세종특별자치시","사립","학급수 (개)","소계",2018,13
"세종특별자치시","사립","학급수 (개)","소계",2019,13
"세종특별자치시","사립","학급수 (개)","소계",2020,13
"세종특별자치시","사립","학급수 (개)","소계",2021,8
"세종특별자치시","사립","학급수 (개)","소계",2022,7
"세종특별자치시","사립","원아수 (명)","소계",2013,286
"세종특별자치시","사립","원아수 (명)","소계",2014,245
"세종특별자치시","사립","원아수 (명)","소계",2015,214
"세종특별자치시","사립","원아수 (명)","소계",2016,259
"세종특별자치시","사립","원아수 (명)","소계",2017,253
"세종특별자치시","사립","원아수 (명)","소계",2018,246
"세종특별자치시","사립","원아수 (명)","소계",2019,188
"세종특별자치시","사립","원아수 (명)","소계",2020,183
"세종특별자치시","사립","원아수 (명)","소계",2021,126
"세종특별자치시","사립","원아수 (명)","소계",2022,111
"세종특별자치시","사립","원아수 (명)","여자",2013,156
"세종특별자치시","사립","원아수 (명)","여자",2014,131
"세종특별자치시","사립","원아수 (명)","여자",2015,96
"세종특별자치시","사립","원아수 (명)","여자",2016,130
"세종특별자치시","사립","원아수 (명)","여자",2017,135
"세종특별자치시","사립","원아수 (명)","여자",2018,140
"세종특별자치시","사립","원아수 (명)","여자",2019,101
"세종특별자치시","사립","원아수 (명)","여자",2020,102
"세종특별자치시","사립","원아수 (명)","여자",2021,59
"세종특별자치시","사립","원아수 (명)","여자",2022,54
"세종특별자치시","사립","교원수 (명)","소계",2013,18
"세종특별자치시","사립","교원수 (명)","소계",2014,18
"세종특별자치시","사립","교원수 (명)","소계",2015,16
"세종특별자치시","사립","교원수 (명)","소계",2016,17
"세종특별자치시","사립","교원수 (명)","소계",2017,18
"세종특별자치시","사립","교원수 (명)","소계",2018,18
"세종특별자치시","사립","교원수 (명)","소계",2019,15
"세종특별자치시","사립","교원수 (명)","소계",2020,15
"세종특별자치시","사립","교원수 (명)","소계",2021,11
"세종특별자치시","사립","교원수 (명)","소계",2022,14
"세종특별자치시","사립","교원수 (명)","여자",2013,18
"세종특별자치시","사립","교원수 (명)","여자",2014,18
"세종특별자치시","사립","교원수 (명)","여자",2015,16
"세종특별자치시","사립","교원수 (명)","여자",2016,17
"세종특별자치시","사립","교원수 (명)","여자",2017,18
"세종특별자치시","사립","교원수 (명)","여자",2018,18
"세종특별자치시","사립","교원수 (명)","여자",2019,15
"세종특별자치시","사립","교원수 (명)","여자",2020,15
"세종특별자치시","사립","교원수 (명)","여자",2021,11
"세종특별자치시","사립","교원수 (명)","여자",2022,14
"세종특별자치시","사립","직원수 (명)","소계",2013,5
"세종특별자치시","사립","직원수 (명)","소계",2014,-
"세종특별자치시","사립","직원수 (명)","소계",2015,-
"세종특별자치시","사립","직원수 (명)","소계",2016,3
"세종특별자치시","사립","직원수 (명)","소계",2017,8
"세종특별자치시","사립","직원수 (명)","소계",2018,9
"세종특별자치시","사립","직원수 (명)","소계",2019,4
"세종특별자치시","사립","직원수 (명)","소계",2020,-
"세종특별자치시","사립","직원수 (명)","소계",2021,-
"세종특별자치시","사립","직원수 (명)","소계",2022,-
"세종특별자치시","사립","직원수 (명)","여자",2013,2
"세종특별자치시","사립","직원수 (명)","여자",2014,-
"세종특별자치시","사립","직원수 (명)","여자",2015,-
"세종특별자치시","사립","직원수 (명)","여자",2016,1
"세종특별자치시","사립","직원수 (명)","여자",2017,3
"세종특별자치시","사립","직원수 (명)","여자",2018,4
"세종특별자치시","사립","직원수 (명)","여자",2019,2
"세종특별자치시","사립","직원수 (명)","여자",2020,-
"세종특별자치시","사립","직원수 (명)","여자",2021,-
"세종특별자치시","사립","직원수 (명)","여자",2022,-
"세종특별자치시","사립","신입원아수 (명)","소계",2013,112
"세종특별자치시","사립","신입원아수 (명)","소계",2014,93
"세종특별자치시","사립","신입원아수 (명)","소계",2015,90
"세종특별자치시","사립","신입원아수 (명)","소계",2016,1720
"세종특별자치시","사립","신입원아수 (명)","소계",2017,86
"세종특별자치시","사립","신입원아수 (명)","소계",2018,97
"세종특별자치시","사립","신입원아수 (명)","소계",2019,67
"세종특별자치시","사립","신입원아수 (명)","소계",2020,60
"세종특별자치시","사립","신입원아수 (명)","소계",2021,67
"세종특별자치시","사립","신입원아수 (명)","소계",2022,61
"세종특별자치시","사립","신입원아수 (명)","여자",2013,60
"세종특별자치시","사립","신입원아수 (명)","여자",2014,52
"세종특별자치시","사립","신입원아수 (명)","여자",2015,40
"세종특별자치시","사립","신입원아수 (명)","여자",2016,1665
"세종특별자치시","사립","신입원아수 (명)","여자",2017,45
"세종특별자치시","사립","신입원아수 (명)","여자",2018,52
"세종특별자치시","사립","신입원아수 (명)","여자",2019,31
"세종특별자치시","사립","신입원아수 (명)","여자",2020,37
"세종특별자치시","사립","신입원아수 (명)","여자",2021,23
"세종특별자치시","사립","신입원아수 (명)","여자",2022,31
"세종특별자치시","사립","재취원아수 (명)","소계",2013,174
"세종특별자치시","사립","재취원아수 (명)","소계",2014,152
"세종특별자치시","사립","재취원아수 (명)","소계",2015,119
"세종특별자치시","사립","재취원아수 (명)","소계",2016,134
"세종특별자치시","사립","재취원아수 (명)","소계",2017,172
"세종특별자치시","사립","재취원아수 (명)","소계",2018,150
"세종특별자치시","사립","재취원아수 (명)","소계",2019,121
"세종특별자치시","사립","재취원아수 (명)","여자",2013,95
"세종특별자치시","사립","재취원아수 (명)","여자",2014,79
"세종특별자치시","사립","재취원아수 (명)","여자",2015,55
"세종특별자치시","사립","재취원아수 (명)","여자",2016,61
"세종특별자치시","사립","재취원아수 (명)","여자",2017,92
"세종특별자치시","사립","재취원아수 (명)","여자",2018,84
"세종특별자치시","사립","재취원아수 (명)","여자",2019,67
"세종특별자치시","사립","졸업원아수 (명)","소계",2013,293
"세종특별자치시","사립","졸업원아수 (명)","소계",2014,247
"세종특별자치시","사립","졸업원아수 (명)","소계",2015,206
"세종특별자치시","사립","졸업원아수 (명)","소계",2016,70
"세종특별자치시","사립","졸업원아수 (명)","소계",2017,70
"세종특별자치시","사립","졸업원아수 (명)","소계",2018,85
"세종특별자치시","사립","졸업원아수 (명)","소계",2019,98
"세종특별자치시","사립","졸업원아수 (명)","소계",2020,53
"세종특별자치시","사립","졸업원아수 (명)","소계",2021,48
"세종특별자치시","사립","졸업원아수 (명)","소계",2022,54
"세종특별자치시","사립","졸업원아수 (명)","여자",2013,150
"세종특별자치시","사립","졸업원아수 (명)","여자",2014,135
"세종특별자치시","사립","졸업원아수 (명)","여자",2015,112
"세종특별자치시","사립","졸업원아수 (명)","여자",2016,34
"세종특별자치시","사립","졸업원아수 (명)","여자",2017,29
"세종특별자치시","사립","졸업원아수 (명)","여자",2018,44
"세종특별자치시","사립","졸업원아수 (명)","여자",2019,57
"세종특별자치시","사립","졸업원아수 (명)","여자",2020,31
"세종특별자치시","사립","졸업원아수 (명)","여자",2021,28
"세종특별자치시","사립","졸업원아수 (명)","여자",2022,25
"세종특별자치시","사립","교실수 (개)","소계",2013,13
"세종특별자치시","사립","교실수 (개)","소계",2014,14
"세종특별자치시","사립","교실수 (개)","소계",2015,13
"세종특별자치시","사립","교실수 (개)","소계",2016,13
"세종특별자치시","사립","교실수 (개)","소계",2017,13
"세종특별자치시","사립","교실수 (개)","소계",2018,13
"세종특별자치시","사립","교실수 (개)","소계",2019,13
"세종특별자치시","사립","교실수 (개)","소계",2020,13
"세종특별자치시","사립","교실수 (개)","소계",2021,10
"세종특별자치시","사립","교실수 (개)","소계",2022,10
"세종특별자치시","사립","교실수 (개)","정규교실",2013,13
"세종특별자치시","사립","교실수 (개)","정규교실",2014,13
"세종특별자치시","사립","교실수 (개)","가·대용교실",2013,-
"세종특별자치시","사립","교실수 (개)","가·대용교실",2014,1
"세종특별자치시","사립","교실수 (개)","일반교실",2015,13
"세종특별자치시","사립","교실수 (개)","일반교실",2016,13
"세종특별자치시","사립","교실수 (개)","일반교실",2017,13
"세종특별자치시","사립","교실수 (개)","일반교실",2018,13
"세종특별자치시","사립","교실수 (개)","일반교실",2019,13
"세종특별자치시","사립","교실수 (개)","일반교실",2020,13
"세종특별자치시","사립","교실수 (개)","일반교실",2021,10
"세종특별자치시","사립","교실수 (개)","일반교실",2022,10
"세종특별자치시","사립","교실수 (개)","교과교실",2015,-
"세종특별자치시","사립","교실수 (개)","교과교실",2016,-
"세종특별자치시","사립","교실수 (개)","교과교실",2017,-
"세종특별자치시","사립","교실수 (개)","교과교실",2018,0
"세종특별자치시","사립","교실수 (개)","교과교실",2019,0
"세종특별자치시","사립","교실수 (개)","교과교실",2020,-
"세종특별자치시","사립","교실수 (개)","교과교실",2021,-
"세종특별자치시","사립","교실수 (개)","교과교실",2022,-
"세종특별자치시","사립","교실수 (개)","특별교실",2015,-
"세종특별자치시","사립","교실수 (개)","특별교실",2016,-
"세종특별자치시","사립","교실수 (개)","특별교실",2017,-
"세종특별자치시","사립","교실수 (개)","특별교실",2018,0
"세종특별자치시","사립","교실수 (개)","특별교실",2019,0
"세종특별자치시","사립","교실수 (개)","특별교실",2020,-
"세종특별자치시","사립","교실수 (개)","특별교실",2021,-
"세종특별자치시","사립","교실수 (개)","특별교실",2022,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2015,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2016,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2017,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2018,0
"세종특별자치시","사립","교실수 (개)","수준별교실",2019,0
"세종특별자치시","사립","교실수 (개)","수준별교실",2020,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2021,-
"세종특별자치시","사립","교실수 (개)","수준별교실",2022,-
"경기도","계","유치원수 (개)","소계",2013,2087
"경기도","계","유치원수 (개)","소계",2014,2137
"경기도","계","유치원수 (개)","소계",2015,2188
"경기도","계","유치원수 (개)","소계",2016,2234
"경기도","계","유치원수 (개)","소계",2017,2258
"경기도","계","유치원수 (개)","소계",2018,2275
"경기도","계","유치원수 (개)","소계",2019,2237
"경기도","계","유치원수 (개)","소계",2020,2206
"경기도","계","유치원수 (개)","소계",2021,2209
"경기도","계","유치원수 (개)","소계",2022,2175
"경기도","계","학급수 (개)","소계",2013,8266
"경기도","계","학급수 (개)","소계",2014,9118
"경기도","계","학급수 (개)","소계",2015,9335
"경기도","계","학급수 (개)","소계",2016,10211
"경기도","계","학급수 (개)","소계",2017,10677
"경기도","계","학급수 (개)","소계",2018,11112
"경기도","계","학급수 (개)","소계",2019,10981
"경기도","계","학급수 (개)","소계",2020,10632
"경기도","계","학급수 (개)","소계",2021,9605
"경기도","계","학급수 (개)","소계",2022,9613
"경기도","계","원아수 (명)","소계",2013,182231
"경기도","계","원아수 (명)","소계",2014,181812
"경기도","계","원아수 (명)","소계",2015,191293
"경기도","계","원아수 (명)","소계",2016,196618
"경기도","계","원아수 (명)","소계",2017,194299
"경기도","계","원아수 (명)","소계",2018,189645
"경기도","계","원아수 (명)","소계",2019,176782
"경기도","계","원아수 (명)","소계",2020,169686
"경기도","계","원아수 (명)","소계",2021,161980
"경기도","계","원아수 (명)","소계",2022,153149
"경기도","계","원아수 (명)","여자",2013,89213
"경기도","계","원아수 (명)","여자",2014,88990
"경기도","계","원아수 (명)","여자",2015,93959
"경기도","계","원아수 (명)","여자",2016,96907
"경기도","계","원아수 (명)","여자",2017,95950
"경기도","계","원아수 (명)","여자",2018,93806
"경기도","계","원아수 (명)","여자",2019,87549
"경기도","계","원아수 (명)","여자",2020,83921
"경기도","계","원아수 (명)","여자",2021,79953
"경기도","계","원아수 (명)","여자",2022,75587
"경기도","계","교원수 (명)","소계",2013,11483
"경기도","계","교원수 (명)","소계",2014,12375
"경기도","계","교원수 (명)","소계",2015,13202
"경기도","계","교원수 (명)","소계",2016,13660
"경기도","계","교원수 (명)","소계",2017,13938
"경기도","계","교원수 (명)","소계",2018,14230
"경기도","계","교원수 (명)","소계",2019,13852
"경기도","계","교원수 (명)","소계",2020,13757
"경기도","계","교원수 (명)","소계",2021,13839
"경기도","계","교원수 (명)","소계",2022,14247
"경기도","계","교원수 (명)","여자",2013,11299
"경기도","계","교원수 (명)","여자",2014,12146
"경기도","계","교원수 (명)","여자",2015,12984
"경기도","계","교원수 (명)","여자",2016,13437
"경기도","계","교원수 (명)","여자",2017,13714
"경기도","계","교원수 (명)","여자",2018,13989
"경기도","계","교원수 (명)","여자",2019,13622
"경기도","계","교원수 (명)","여자",2020,13545
"경기도","계","교원수 (명)","여자",2021,13610
"경기도","계","교원수 (명)","여자",2022,14022
"경기도","계","직원수 (명)","소계",2013,2359
"경기도","계","직원수 (명)","소계",2014,1353
"경기도","계","직원수 (명)","소계",2015,1448
"경기도","계","직원수 (명)","소계",2016,2015
"경기도","계","직원수 (명)","소계",2017,3093
"경기도","계","직원수 (명)","소계",2018,2343
"경기도","계","직원수 (명)","소계",2019,1773
"경기도","계","직원수 (명)","소계",2020,1625
"경기도","계","직원수 (명)","소계",2021,1498
"경기도","계","직원수 (명)","소계",2022,1509
"경기도","계","직원수 (명)","여자",2013,1512
"경기도","계","직원수 (명)","여자",2014,872
"경기도","계","직원수 (명)","여자",2015,944
"경기도","계","직원수 (명)","여자",2016,1352
"경기도","계","직원수 (명)","여자",2017,2108
"경기도","계","직원수 (명)","여자",2018,1527
"경기도","계","직원수 (명)","여자",2019,1066
"경기도","계","직원수 (명)","여자",2020,962
"경기도","계","직원수 (명)","여자",2021,851
"경기도","계","직원수 (명)","여자",2022,882
"경기도","계","신입원아수 (명)","소계",2013,93441
"경기도","계","신입원아수 (명)","소계",2014,88752
"경기도","계","신입원아수 (명)","소계",2015,96294
"경기도","계","신입원아수 (명)","소계",2016,90187
"경기도","계","신입원아수 (명)","소계",2017,85509
"경기도","계","신입원아수 (명)","소계",2018,84653
"경기도","계","신입원아수 (명)","소계",2019,80262
"경기도","계","신입원아수 (명)","소계",2020,77802
"경기도","계","신입원아수 (명)","소계",2021,73739
"경기도","계","신입원아수 (명)","소계",2022,67523
"경기도","계","신입원아수 (명)","여자",2013,45579
"경기도","계","신입원아수 (명)","여자",2014,43625
"경기도","계","신입원아수 (명)","여자",2015,45858
"경기도","계","신입원아수 (명)","여자",2016,44491
"경기도","계","신입원아수 (명)","여자",2017,42009
"경기도","계","신입원아수 (명)","여자",2018,42022
"경기도","계","신입원아수 (명)","여자",2019,39775
"경기도","계","신입원아수 (명)","여자",2020,38301
"경기도","계","신입원아수 (명)","여자",2021,36256
"경기도","계","신입원아수 (명)","여자",2022,33311
"경기도","계","재취원아수 (명)","소계",2013,88394
"경기도","계","재취원아수 (명)","소계",2014,92429
"경기도","계","재취원아수 (명)","소계",2015,97872
"경기도","계","재취원아수 (명)","소계",2016,105911
"경기도","계","재취원아수 (명)","소계",2017,108997
"경기도","계","재취원아수 (명)","소계",2018,105093
"경기도","계","재취원아수 (명)","소계",2019,96536
"경기도","계","재취원아수 (명)","여자",2013,43346
"경기도","계","재취원아수 (명)","여자",2014,45128
"경기도","계","재취원아수 (명)","여자",2015,48123
"경기도","계","재취원아수 (명)","여자",2016,52137
"경기도","계","재취원아수 (명)","여자",2017,54027
"경기도","계","재취원아수 (명)","여자",2018,51765
"경기도","계","재취원아수 (명)","여자",2019,47764
"경기도","계","졸업원아수 (명)","소계",2013,147795
"경기도","계","졸업원아수 (명)","소계",2014,148304
"경기도","계","졸업원아수 (명)","소계",2015,137257
"경기도","계","졸업원아수 (명)","소계",2016,80850
"경기도","계","졸업원아수 (명)","소계",2017,78278
"경기도","계","졸업원아수 (명)","소계",2018,76838
"경기도","계","졸업원아수 (명)","소계",2019,74852
"경기도","계","졸업원아수 (명)","소계",2020,66352
"경기도","계","졸업원아수 (명)","소계",2021,58415
"경기도","계","졸업원아수 (명)","소계",2022,65391
"경기도","계","졸업원아수 (명)","여자",2013,72542
"경기도","계","졸업원아수 (명)","여자",2014,72493
"경기도","계","졸업원아수 (명)","여자",2015,67271
"경기도","계","졸업원아수 (명)","여자",2016,39364
"경기도","계","졸업원아수 (명)","여자",2017,38176
"경기도","계","졸업원아수 (명)","여자",2018,37635
"경기도","계","졸업원아수 (명)","여자",2019,36654
"경기도","계","졸업원아수 (명)","여자",2020,32520
"경기도","계","졸업원아수 (명)","여자",2021,28678
"경기도","계","졸업원아수 (명)","여자",2022,32240
"경기도","계","교실수 (개)","소계",2013,6741
"경기도","계","교실수 (개)","소계",2014,7403
"경기도","계","교실수 (개)","소계",2015,8198
"경기도","계","교실수 (개)","소계",2016,9192
"경기도","계","교실수 (개)","소계",2017,9907
"경기도","계","교실수 (개)","소계",2018,9207
"경기도","계","교실수 (개)","소계",2019,9124
"경기도","계","교실수 (개)","소계",2020,8865
"경기도","계","교실수 (개)","소계",2021,8811
"경기도","계","교실수 (개)","소계",2022,8825
"경기도","계","교실수 (개)","정규교실",2013,6632
"경기도","계","교실수 (개)","정규교실",2014,7275
"경기도","계","교실수 (개)","가·대용교실",2013,109
"경기도","계","교실수 (개)","가·대용교실",2014,128
"경기도","계","교실수 (개)","일반교실",2015,7700
"경기도","계","교실수 (개)","일반교실",2016,8569
"경기도","계","교실수 (개)","일반교실",2017,9228
"경기도","계","교실수 (개)","일반교실",2018,8702
"경기도","계","교실수 (개)","일반교실",2019,8586
"경기도","계","교실수 (개)","일반교실",2020,8365
"경기도","계","교실수 (개)","일반교실",2021,8334
"경기도","계","교실수 (개)","일반교실",2022,8314
"경기도","계","교실수 (개)","교과교실",2015,87
"경기도","계","교실수 (개)","교과교실",2016,121
"경기도","계","교실수 (개)","교과교실",2017,131
"경기도","계","교실수 (개)","교과교실",2018,84
"경기도","계","교실수 (개)","교과교실",2019,100
"경기도","계","교실수 (개)","교과교실",2020,78
"경기도","계","교실수 (개)","교과교실",2021,83
"경기도","계","교실수 (개)","교과교실",2022,92
